,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
239,2.61,2.41,72.0,3,58.9,68.0,1,870,1.7,70.3,1.3,43.0,22.5,3.0,11.6,2.0,5.4,5.4,25.6,63.5,4,4,4,4,4,81.0,4,69.0,2,3,91.1,75.0,3,97.3,81.0,2,7.0
739,2.58,2.4,0.0,2,0.634,0.79,1,1812,0.18600000000000005,0.221,0.204,0.387,0.545,0.036000000000000004,0.142,0.035,0.07,0.07,0.39,0.907,3,2,2,2,2,0.77,2,0.73,1,2,0.857,0.63,2,0.96,0.8,1,1.0
657,1.85,1.98,0.0,4,0.897,0.91,4,417,0.153,0.266,0.866,0.384,0.47,0.002,0.07,0.101,0.213,0.213,0.325,0.767,3,4,4,4,4,0.87,4,0.85,3,3,0.878,0.8,3,0.948,0.93,4,6.4
620,2.53,2.29,0.0,3,0.691,0.78,3,619,0.027000000000000003,0.735,0.016,0.514,0.205,0.044,0.192,0.026,0.11,0.11,0.409,0.757,4,3,4,4,3,0.73,3,0.76,2,2,0.866,0.61,3,0.956,0.82,3,7.9
204,2.31,2.07,85.0,3,78.2,85.0,3,421,0.7,73.0,3.3,60.9,22.8,0.3,20.5,0.7,9.1,9.1,64.0,81.6,3,3,4,3,3,86.0,3,79.0,3,2,79.2,81.0,2,98.6,87.0,2,0.8
1091,2.85,2.49,0.0,3,0.585,0.91,3,428,0.03,0.818,0.035,0.411,0.131,0.002,0.157,0.016,0.07200000000000001,0.07200000000000001,0.3,0.75,3,3,4,3,3,0.8,3,0.85,3,3,0.905,0.67,2,0.969,0.9,3,3.8
844,2.71,2.34,0.0,3,0.7290000000000001,0.84,3,608,0.051,0.29600000000000004,0.059,0.561,0.599,0.016,0.188,0.033,0.104,0.104,0.476,0.757,3,2,2,3,2,0.79,2,0.83,2,2,0.831,0.7,3,0.949,0.9,3,6.0
261,3.09,2.97,89.0,3,46.4,80.0,3,1271,2.9,90.9,0.6,31.2,3.3,0.5,4.2,0.6,2.8,2.8,15.1,81.7,3,4,4,4,3,87.0,4,81.0,0,3,94.4,79.0,3,97.0,85.0,0,13.9
1141,2.11,2.35,0.0,4,0.755,0.93,4,530,0.29100000000000004,0.025,0.621,0.317,0.557,0.0,0.03,0.121,0.185,0.185,0.259,0.742,4,4,3,4,3,0.93,4,0.97,4,3,0.916,0.94,4,0.976,0.97,4,2.9
677,2.37,2.14,0.0,3,0.609,0.72,2,296,0.01,0.858,0.061,0.392,0.105,0.03,0.199,0.017,0.095,0.095,0.409,0.87,3,2,3,3,3,0.79,3,0.78,3,3,0.866,0.68,3,0.969,0.85,3,8.0
339,2.6,2.47,77.0,2,32.1,75.0,2,1120,24.8,48.1,1.9,22.6,17.5,0.2,19.9,8.4,2.2,2.2,25.1,78.0,3,3,4,4,4,79.0,3,74.0,2,3,92.0,80.0,3,96.0,85.0,3,3.6
796,2.61,2.32,0.0,3,0.61,0.87,3,1493,0.066,0.265,0.057,0.44,0.447,0.112,0.26,0.212,0.063,0.063,0.349,0.8490000000000001,4,3,3,3,2,0.84,3,0.83,3,2,0.855,0.73,3,0.971,0.9,3,11.4
1093,2.42,2.1,0.0,3,0.607,0.86,3,310,0.013,0.79,0.119,0.4,0.113,0.052000000000000005,0.223,0.065,0.094,0.094,0.5539999999999999,0.5,4,3,3,3,4,0.75,3,0.81,2,2,0.805,0.65,3,0.988,0.86,3,4.0
1113,2.86,2.55,0.0,3,0.628,0.8,3,587,0.119,0.198,0.131,0.426,0.235,0.0,0.196,0.434,0.056,0.056,0.391,0.857,4,3,4,3,2,0.77,3,0.78,2,2,0.8640000000000001,0.72,3,0.961,0.88,3,10.6
183,1.91,2.05,91.0,4,79.7,81.0,3,408,13.7,9.3,62.5,61.8,66.2,0.2,5.6,7.6,19.6,19.6,33.3,57.7,4,3,4,4,4,89.0,4,73.0,2,4,90.6,85.0,3,96.9,91.0,3,10.0
137,1.81,2.06,89.0,3,83.1,85.0,3,322,0.0,0.3,74.5,61.2,99.7,0.0,4.3,0.0,22.0,22.0,29.8,25.0,3,3,4,4,4,86.0,4,77.0,3,4,91.7,91.0,4,98.1,89.0,3,1.7
1206,3.41,3.33,0.0,2,0.405,0.75,2,999,0.29100000000000004,0.064,0.04,0.245,0.325,0.001,0.084,0.315,0.021,0.021,0.174,0.7659999999999999,3,3,3,3,3,0.83,3,0.81,2,3,0.939,0.7,3,0.965,0.82,2,5.8
737,3.16,2.78,0.0,4,0.324,0.86,3,365,0.14800000000000002,0.077,0.008,0.203,0.252,0.003,0.203,0.521,0.03,0.03,0.228,0.784,3,4,4,4,4,0.8,4,0.84,3,4,0.922,0.59,3,0.96,0.82,2,10.0
660,2.39,2.2,0.0,2,0.667,0.65,2,245,0.004,0.898,0.053,0.429,0.057,0.024,0.241,0.02,0.188,0.188,0.584,0.815,3,2,4,3,3,0.69,3,0.8,3,2,0.767,0.63,2,0.954,0.74,2,4.8
80,2.07,1.96,94.0,3,79.7,88.0,3,234,0.5,46.5,18.9,60.4,49.3,6.5,27.6,2.8,17.1,17.1,68.1,61.1,3,2,3,3,3,85.0,2,81.0,3,2,70.9,74.0,2,93.8,89.0,2,4.6
922,2.47,2.21,0.0,3,0.825,0.93,4,461,0.02,0.35600000000000004,0.119,0.631,0.588,0.009000000000000001,0.213,0.017,0.16699999999999998,0.16699999999999998,0.58,0.818,3,2,3,3,2,0.78,2,0.83,3,2,0.765,0.74,3,0.973,0.9,3,5.6
829,2.78,2.41,0.0,4,0.695,0.9,3,432,0.032,0.255,0.069,0.537,0.6459999999999999,0.0,0.201,0.042,0.093,0.093,0.436,0.5670000000000001,4,4,4,4,4,0.8,4,0.82,3,3,0.865,0.72,3,0.982,0.87,3,8.0
1088,2.54,2.1,0.0,0,0.7240000000000001,0.82,0,184,0.027000000000000003,0.7929999999999999,0.125,0.5539999999999999,0.114,0.016,0.201,0.06,0.12,0.12,0.526,0.6,3,2,2,3,2,0.74,0,0.74,0,0,0.8140000000000001,0.61,0,0.961,0.86,0,3.0
29,3.37,3.22,88.0,3,40.2,82.0,3,659,38.4,7.6,0.5,27.0,18.2,0.5,9.4,32.8,3.6,3.6,6.8,81.6,3,3,3,3,2,87.0,3,71.0,2,4,96.4,89.0,3,97.3,89.0,3,3.0
1075,3.37,3.22,0.0,4,0.511,0.95,4,350,0.051,0.84,0.006,0.354,0.08,0.0,0.069,0.011,0.037000000000000005,0.037000000000000005,0.105,0.871,4,3,4,4,3,0.9,4,0.97,4,3,0.963,0.78,4,0.985,0.92,4,9.0
471,2.44,2.22,0.0,2,0.77,0.55,1,576,0.019,0.342,0.094,0.597,0.606,0.045,0.22,0.023,0.155,0.155,0.5589999999999999,0.8240000000000001,2,2,2,2,2,0.59,1,0.84,3,2,0.8029999999999999,0.52,1,0.94,0.76,2,13.9
165,2.45,2.55,87.0,4,76.0,81.0,3,449,8.9,24.5,29.6,59.9,61.0,0.0,9.1,5.1,13.6,13.6,16.1,89.7,4,3,4,4,4,85.0,4,73.0,2,4,93.9,89.0,4,96.4,93.0,4,7.8
248,2.22,2.09,76.0,2,68.4,68.0,2,505,1.7,84.6,6.4,52.4,12.3,0.8,19.6,0.8,9.0,9.0,41.4,76.7,3,3,3,3,3,79.0,2,70.0,2,3,82.6,75.0,2,96.6,77.0,1,5.0
307,3.31,3.31,81.0,4,36.2,67.0,1,1081,18.7,10.2,0.6,23.8,10.6,0.1,12.9,59.1,2.3,2.3,8.8,87.3,4,3,3,4,3,87.0,3,65.0,0,4,96.1,85.0,4,96.7,83.0,0,2.8
798,3.14,2.98,0.0,3,0.254,0.73,2,3907,0.051,0.019,0.008,0.157,0.125,0.045,0.171,0.79,0.033,0.033,0.299,0.861,4,3,3,3,3,0.73,3,0.8,3,3,0.9,0.67,3,0.963,0.78,2,2.0
872,2.61,2.19,0.0,2,0.759,0.71,2,442,0.016,0.376,0.124,0.5660000000000001,0.563,0.005,0.217,0.02,0.149,0.149,0.473,0.519,4,3,3,3,3,0.73,3,0.81,2,3,0.826,0.67,3,0.967,0.87,3,12.0
346,2.27,2.06,87.0,3,68.2,84.0,3,368,3.5,46.7,5.2,54.1,30.2,1.4,19.8,14.7,8.4,8.4,60.1,59.3,3,3,4,4,3,83.0,3,77.0,3,2,78.2,79.0,3,95.3,90.0,3,4.4
334,2.41,2.4,90.0,3,57.5,89.0,3,701,31.2,13.0,10.3,44.7,35.5,0.3,19.0,18.3,4.1,4.1,24.8,92.7,3,4,3,4,4,84.0,3,73.0,2,3,92.1,83.0,4,95.7,92.0,3,4.0
285,2.21,2.04,64.0,2,77.2,56.0,1,330,4.5,19.7,20.9,63.3,71.2,0.9,18.8,3.3,10.6,10.6,55.1,69.6,3,2,3,3,3,77.0,2,67.0,1,2,78.3,79.0,2,94.4,74.0,1,2.8
996,3.13,2.86,0.0,3,0.616,0.81,3,637,0.118,0.334,0.031,0.422,0.421,0.031,0.177,0.104,0.08,0.08,0.316,0.703,4,3,3,3,3,0.74,3,0.79,2,3,0.898,0.66,3,0.97,0.81,2,3.0
97,1.73,1.91,96.0,3,79.0,93.0,4,463,6.5,14.0,86.0,49.7,76.7,0.4,3.2,1.3,24.8,24.8,42.9,71.4,3,3,2,3,3,90.0,3,85.0,4,3,83.4,88.0,3,97.8,97.0,4,8.5
583,2.38,2.18,0.0,3,0.78,0.88,3,457,0.048,0.398,0.118,0.602,0.51,0.044,0.236,0.028,0.147,0.147,0.375,0.84,4,3,4,4,3,0.71,3,0.81,3,3,0.8640000000000001,0.57,3,0.966,0.86,3,3.9
1060,3.65,3.41,0.0,4,0.378,0.92,4,654,0.087,0.234,0.002,0.225,0.248,0.002,0.139,0.343,0.018000000000000002,0.018000000000000002,0.15,0.698,4,3,4,4,3,0.89,4,0.84,3,4,0.941,0.85,4,0.957,0.94,4,2.0
1192,2.71,2.35,0.0,1,0.485,0.82,3,493,0.063,0.777,0.055,0.312,0.12,0.01,0.162,0.01,0.087,0.087,0.345,0.821,3,2,3,1,2,0.74,2,0.82,2,3,0.879,0.67,2,0.954,0.86,3,13.0
628,2.45,2.2,0.0,2,0.8170000000000001,0.86,3,509,0.008,0.417,0.189,0.5870000000000001,0.54,0.004,0.202,0.016,0.191,0.191,0.63,0.8059999999999999,3,2,3,2,2,0.8,2,0.79,3,2,0.775,0.61,2,0.973,0.88,3,2.3
710,2.78,2.62,0.0,0,0.638,0.63,0,663,0.172,0.041,0.118,0.445,0.275,0.036000000000000004,0.187,0.507,0.033,0.033,0.366,0.804,3,2,3,3,2,0.7,0,0.75,0,2,0.8809999999999999,0.63,2,0.958,0.72,0,5.6
814,3.93,4.02,0.0,4,0.383,0.91,4,548,0.254,0.161,0.0,0.234,0.179,0.0,0.029,0.391,0.044,0.044,0.13,0.8390000000000001,4,3,4,4,3,0.89,4,0.86,3,4,0.945,0.82,3,0.98,0.9,3,6.8
1186,2.63,2.27,0.0,3,0.561,0.83,3,560,0.104,0.636,0.036000000000000004,0.423,0.211,0.064,0.173,0.016,0.077,0.077,0.332,0.742,3,3,3,3,3,0.74,3,0.82,2,2,0.887,0.58,2,0.963,0.81,2,3.5
906,2.8,2.42,0.0,3,0.7759999999999999,0.86,3,1447,0.053,0.289,0.126,0.5760000000000001,0.607,0.017,0.138,0.026,0.125,0.125,0.418,0.735,3,2,3,3,2,0.82,2,0.77,2,2,0.8440000000000001,0.76,0,0.97,0.88,3,5.6
718,2.43,2.11,0.0,3,0.682,0.9,4,339,0.003,0.879,0.012,0.472,0.097,0.0,0.218,0.009000000000000001,0.083,0.083,0.255,0.395,4,3,3,3,3,0.87,3,0.89,3,3,0.905,0.77,4,0.968,0.88,3,8.0
65,2.89,2.65,98.0,4,44.4,95.0,4,387,8.8,15.8,1.3,31.3,40.1,0.3,17.6,31.8,3.1,3.1,15.6,69.2,4,4,4,3,3,92.0,4,80.0,3,3,93.8,86.0,3,97.0,93.0,3,5.0
1160,3.14,3.09,0.0,3,0.366,0.83,3,3181,0.426,0.132,0.058,0.206,0.262,0.042,0.17,0.175,0.041,0.041,0.197,0.895,4,3,4,3,4,0.8,4,0.77,2,4,0.933,0.69,3,0.969,0.84,2,8.9
777,2.82,2.46,0.0,4,0.446,0.88,4,410,0.046,0.8390000000000001,0.006999999999999999,0.354,0.063,0.005,0.149,0.022,0.059,0.059,0.28,0.706,4,3,4,4,4,0.85,4,0.88,3,3,0.879,0.75,4,0.968,0.86,3,6.9
594,2.66,2.51,0.0,4,0.805,0.81,3,385,0.029,0.182,0.062,0.608,0.758,0.078,0.234,0.016,0.073,0.073,0.336,0.593,4,4,4,4,3,0.74,3,0.86,3,4,0.8909999999999999,0.75,3,0.97,0.86,3,11.0
1107,2.78,2.78,0.0,2,0.665,0.89,3,3661,0.398,0.036000000000000004,0.204,0.42,0.298,0.057,0.166,0.258,0.084,0.084,0.311,0.825,3,2,3,2,3,0.81,3,0.8,2,3,0.868,0.64,0,0.966,0.86,3,9.6
1122,2.89,2.64,0.0,3,0.611,0.9,3,653,0.185,0.038,0.129,0.407,0.28300000000000003,0.009000000000000001,0.198,0.481,0.047,0.047,0.402,0.797,3,3,3,3,3,0.79,3,0.8,2,3,0.871,0.69,3,0.964,0.87,3,6.6
302,2.22,2.13,88.0,2,66.6,82.0,3,613,5.4,68.7,5.5,52.4,18.1,12.9,28.9,6.4,8.0,8.0,40.3,92.9,2,2,2,2,2,90.0,2,77.0,3,2,82.3,77.0,2,96.1,89.0,3,1.7
254,2.2,2.05,89.0,4,65.9,84.0,3,384,2.3,85.4,7.3,52.1,8.9,0.8,23.4,2.1,9.9,9.9,35.4,85.7,4,3,4,4,3,86.0,3,81.0,3,4,88.6,80.0,4,96.9,90.0,3,10.3
1005,2.84,2.5,0.0,3,0.615,0.84,3,493,0.059,0.298,0.039,0.44,0.517,0.014,0.209,0.097,0.099,0.099,0.29600000000000004,0.862,4,3,3,3,3,0.81,3,0.83,3,3,0.904,0.71,3,0.97,0.84,3,0.9
977,2.5,2.15,0.0,3,0.825,0.88,3,462,0.022,0.173,0.201,0.626,0.762,0.009000000000000001,0.249,0.028,0.147,0.147,0.512,0.943,3,3,3,3,3,0.83,3,0.86,3,3,0.8170000000000001,0.71,3,0.953,0.87,3,2.9
312,2.28,2.11,82.0,3,71.2,76.0,2,390,0.3,83.0,3.1,53.5,15.7,11.3,22.6,0.6,8.8,8.8,43.9,88.9,3,2,2,3,3,84.0,2,73.0,2,3,81.5,76.0,2,96.3,81.0,2,4.8
553,2.4,2.35,0.0,3,0.77,0.79,3,410,0.054000000000000006,0.332,0.085,0.59,0.58,0.002,0.229,0.024,0.12,0.12,0.516,0.8079999999999999,3,2,2,3,2,0.83,2,0.9,4,2,0.826,0.73,2,0.966,0.85,3,5.2
221,2.21,2.11,91.0,4,76.6,85.0,3,1098,1.0,35.1,14.3,61.8,62.6,2.6,18.3,0.8,8.3,8.3,47.1,68.3,4,3,4,4,4,89.0,4,85.0,3,2,82.7,78.0,3,96.7,87.0,2,18.0
477,2.69,2.49,0.0,4,0.713,0.95,4,404,0.045,0.267,0.015,0.545,0.644,0.0,0.173,0.017,0.07200000000000001,0.07200000000000001,0.209,0.885,4,2,3,3,2,0.95,3,0.85,3,4,0.929,0.87,4,0.98,0.93,4,11.0
388,2.34,2.18,89.0,3,59.4,85.0,3,1628,7.0,27.9,5.7,45.9,42.8,11.2,26.6,21.7,6.3,6.3,34.1,91.2,3,3,3,3,3,89.0,3,75.0,3,3,87.5,80.0,3,96.1,91.0,3,10.4
235,2.33,2.14,86.0,3,69.4,86.0,3,285,7.4,46.7,12.6,54.4,37.5,0.0,20.7,6.3,9.1,9.1,56.9,75.0,3,2,3,2,2,91.0,2,71.0,2,2,80.2,79.0,2,97.2,88.0,3,0.9
848,3.18,3.02,0.0,4,0.631,0.9,3,432,0.07200000000000001,0.13,0.016,0.444,0.706,0.0,0.15,0.083,0.049,0.049,0.014,0.778,4,4,4,4,4,0.89,4,0.9,4,4,0.98,0.82,4,0.981,0.89,3,17.8
522,1.85,2.06,0.0,3,0.925,0.82,3,315,0.08900000000000001,0.057,0.79,0.568,0.8190000000000001,0.019,0.152,0.025,0.28600000000000003,0.28600000000000003,0.428,0.393,4,2,2,3,3,0.77,2,0.81,3,2,0.8370000000000001,0.73,3,0.97,0.87,3,1.8
743,3.14,3.26,0.0,3,0.452,0.88,3,4289,0.5429999999999999,0.069,0.096,0.27,0.227,0.054000000000000006,0.13,0.153,0.033,0.033,0.203,0.75,4,2,3,2,2,0.88,3,0.8,3,3,0.917,0.77,3,0.97,0.9,3,2.8
305,2.63,2.59,93.0,3,51.5,88.0,3,3088,21.2,17.4,10.4,39.5,16.7,3.7,13.6,44.3,4.9,4.9,17.2,87.3,3,2,2,4,3,90.0,2,70.0,2,3,92.2,77.0,3,96.1,89.0,3,1.8
806,2.16,2.03,0.0,3,0.847,0.92,4,227,0.004,0.22,0.264,0.648,0.7490000000000001,0.018000000000000002,0.256,0.013,0.13699999999999998,0.13699999999999998,0.494,0.609,4,3,3,3,3,0.86,3,0.84,3,3,0.843,0.71,3,0.973,0.89,3,3.4
961,2.39,2.06,0.0,2,0.858,0.77,3,651,0.005,0.298,0.174,0.7040000000000001,0.67,0.092,0.293,0.012,0.163,0.163,0.541,0.471,4,2,4,3,3,0.67,3,0.94,4,2,0.8170000000000001,0.62,2,0.927,0.83,3,2.8
249,2.14,1.98,86.0,3,64.9,89.0,3,285,3.5,84.6,15.8,48.1,10.2,1.8,23.2,1.1,14.7,14.7,41.7,77.8,3,2,3,3,2,80.0,2,67.0,2,2,82.5,74.0,3,96.6,87.0,3,9.0
793,2.95,2.68,0.0,3,0.287,0.86,3,450,0.038,0.124,0.002,0.16899999999999998,0.182,0.02,0.227,0.629,0.011,0.011,0.252,0.794,3,3,3,3,3,0.86,3,0.83,3,3,0.904,0.71,3,0.965,0.9,3,7.0
71,2.14,2.02,76.0,3,78.6,72.0,2,411,2.2,67.8,8.0,60.1,26.3,0.0,21.7,1.9,13.0,13.0,58.9,40.0,4,2,3,3,3,76.0,2,76.0,2,2,79.6,81.0,2,98.0,84.0,3,4.9
94,2.5,2.37,84.0,3,77.2,81.0,3,1354,4.9,32.0,6.9,61.9,59.7,3.3,14.1,1.7,10.3,10.3,39.6,78.3,3,2,3,3,3,85.0,3,76.0,3,2,86.1,86.0,0,95.4,88.0,3,3.6
843,2.89,2.4,0.0,3,0.521,0.89,3,368,0.098,0.223,0.038,0.34,0.413,0.008,0.304,0.231,0.128,0.128,0.353,0.564,4,3,3,3,2,0.81,3,0.91,4,2,0.875,0.69,3,0.968,0.89,3,1.0
33,1.83,2.07,94.0,3,75.0,89.0,3,334,2.4,4.8,78.4,44.9,91.3,0.3,3.3,1.5,26.3,26.3,44.2,54.2,3,3,3,3,3,90.0,3,78.0,3,2,85.1,83.0,2,96.5,92.0,3,5.0
803,2.25,2.05,0.0,3,0.8079999999999999,0.69,2,309,0.032,0.168,0.343,0.55,0.773,0.078,0.239,0.019,0.12,0.12,0.523,0.536,4,3,3,4,3,0.68,3,0.77,3,3,0.8240000000000001,0.65,3,0.952,0.85,3,1.4
448,2.98,2.67,0.0,4,0.607,0.97,4,247,0.024,0.3720000000000001,0.016,0.445,0.494,0.0,0.15,0.077,0.073,0.073,0.226,0.429,4,4,4,4,4,0.86,4,0.84,3,4,0.929,0.72,3,0.971,0.9,3,0.4
445,3.26,2.91,0.0,3,0.457,0.88,3,509,0.035,0.34600000000000003,0.002,0.289,0.395,0.002,0.11,0.183,0.029,0.029,0.196,0.833,4,4,4,3,3,0.88,4,0.77,2,3,0.928,0.69,3,0.978,0.84,2,7.9
1045,2.45,2.03,0.0,3,0.815,0.88,3,347,0.014,0.34600000000000003,0.133,0.622,0.611,0.003,0.222,0.026,0.16699999999999998,0.16699999999999998,0.589,0.809,3,3,3,3,3,0.77,3,0.85,3,2,0.807,0.72,2,0.977,0.9,3,10.0
931,2.45,2.16,0.0,3,0.741,0.84,3,409,0.044,0.249,0.174,0.516,0.626,0.006999999999999999,0.23,0.049,0.161,0.161,0.526,0.5329999999999999,3,3,3,4,4,0.75,3,0.8,2,3,0.826,0.65,2,0.962,0.85,2,4.0
711,3.31,3.34,0.0,2,0.51,0.77,3,3986,0.35,0.293,0.028,0.35700000000000004,0.123,0.014,0.077,0.223,0.039,0.039,0.173,0.807,3,3,3,2,2,0.82,3,0.77,2,3,0.928,0.73,3,0.965,0.82,3,3.0
77,2.2,2.06,90.0,3,80.6,86.0,3,322,1.2,32.3,5.9,65.2,63.7,0.0,29.2,1.9,14.0,14.0,52.2,68.0,3,2,2,3,3,84.0,2,76.0,3,2,82.7,73.0,2,92.3,87.0,2,3.6
84,2.46,2.31,90.0,3,73.2,82.0,3,561,1.3,77.6,1.8,57.2,19.6,0.3,17.6,0.8,6.3,6.3,20.6,86.8,3,2,3,3,3,79.0,2,74.0,2,3,92.4,79.0,3,95.0,91.0,3,4.0
671,2.62,2.37,0.0,4,0.6679999999999999,0.95,4,608,0.008,0.895,0.138,0.368,0.059,0.002,0.127,0.01,0.07200000000000001,0.07200000000000001,0.181,0.725,4,3,4,4,4,0.83,4,0.95,4,4,0.915,0.64,3,0.962,0.89,3,9.0
82,2.34,2.11,88.0,0,83.2,89.0,0,77,0.0,78.0,0.0,60.0,20.0,0.0,20.0,2.0,20.0,20.0,80.0,100.0,3,2,2,3,2,81.0,0,91.0,0,0,68.2,79.0,0,97.0,93.0,0,0.8
457,2.9,2.62,0.0,4,0.6779999999999999,0.93,4,1798,0.052000000000000005,0.374,0.026,0.523,0.528,0.045,0.159,0.036000000000000004,0.087,0.087,0.248,0.74,4,3,4,4,3,0.85,3,0.82,3,4,0.917,0.71,3,0.963,0.91,3,5.8
770,3.99,4.17,0.0,3,0.304,0.76,2,434,0.765,0.051,0.0,0.168,0.104,0.0,0.0,0.069,0.021,0.021,0.044,0.96,3,3,3,3,2,0.82,3,0.77,2,4,0.967,0.81,3,0.963,0.82,3,2.8
436,2.51,2.34,0.0,4,0.748,0.87,3,501,0.062,0.279,0.092,0.5710000000000001,0.603,0.004,0.22,0.032,0.126,0.126,0.527,0.667,3,3,3,4,3,0.79,3,0.76,2,3,0.8029999999999999,0.67,2,0.963,0.87,3,6.0
615,1.9,2.25,0.0,4,0.903,0.97,4,362,0.312,0.185,0.804,0.445,0.359,0.0,0.03,0.14400000000000002,0.157,0.157,0.219,0.72,4,4,4,4,4,0.95,4,0.85,3,4,0.92,0.9,4,0.964,0.96,4,1.8
934,2.66,2.37,0.0,2,0.664,0.73,2,829,0.138,0.238,0.13,0.483,0.4920000000000001,0.104,0.235,0.111,0.103,0.103,0.448,0.818,3,3,3,3,2,0.72,2,0.78,2,2,0.8320000000000001,0.64,2,0.956,0.81,2,1.9
404,2.54,2.24,0.0,3,0.794,0.64,1,272,0.033,0.423,0.081,0.643,0.522,0.063,0.279,0.018000000000000002,0.154,0.154,0.615,0.741,2,2,2,3,2,0.74,2,0.82,3,2,0.8029999999999999,0.64,2,0.961,0.75,2,1.0
1068,2.45,2.14,0.0,3,0.653,0.95,3,191,0.042,0.7959999999999999,0.152,0.3720000000000001,0.115,0.0,0.22,0.037000000000000005,0.11,0.11,0.416,0.733,3,3,3,3,2,0.85,3,0.92,4,3,0.821,0.75,3,0.993,0.93,4,1.3
634,2.32,2.15,0.0,3,0.706,0.79,3,372,0.027000000000000003,0.519,0.081,0.551,0.414,0.086,0.312,0.024,0.108,0.108,0.595,0.438,3,2,3,3,2,0.75,2,0.88,3,2,0.785,0.68,2,0.957,0.81,3,4.9
676,2.48,2.13,0.0,3,0.735,0.9,4,236,0.017,0.8220000000000001,0.059,0.602,0.136,0.021,0.182,0.017,0.097,0.097,0.462,0.778,3,2,2,3,2,0.81,2,0.76,2,2,0.852,0.64,2,0.957,0.88,3,2.0
104,2.13,2.12,87.0,4,83.1,84.0,3,495,2.2,32.3,13.9,68.9,63.4,3.4,26.7,0.8,10.9,10.9,46.3,56.8,4,3,3,4,3,71.0,2,75.0,3,3,85.4,89.0,3,96.8,94.0,4,4.9
962,2.37,2.08,0.0,3,0.8759999999999999,0.88,3,288,0.006999999999999999,0.35100000000000003,0.163,0.705,0.628,0.006999999999999999,0.271,0.01,0.25,0.25,0.69,0.941,3,2,3,3,3,0.81,3,0.78,2,2,0.7140000000000001,0.65,2,0.961,0.86,2,6.3
1085,2.53,2.14,0.0,2,0.674,0.72,2,372,0.008,0.815,0.024,0.4970000000000001,0.113,0.013,0.16899999999999998,0.019,0.11,0.11,0.617,0.889,3,3,3,3,3,0.75,3,0.8,2,3,0.823,0.63,2,0.962,0.8,2,4.9
62,2.22,2.13,87.0,3,79.3,85.0,3,353,1.1,23.2,16.1,64.9,72.0,1.1,26.3,2.8,12.2,12.2,50.0,31.3,3,3,3,3,3,78.0,2,72.0,2,2,84.2,76.0,2,96.8,82.0,2,1.9
281,1.76,1.95,89.0,3,72.8,82.0,3,229,0.0,0.0,90.0,49.8,99.6,0.4,2.2,0.4,12.7,12.7,49.8,81.8,3,2,3,3,2,85.0,2,81.0,3,2,84.8,84.0,2,96.6,93.0,4,3.8
746,2.82,2.62,0.0,3,0.31,0.79,3,1119,0.239,0.505,0.01,0.2,0.158,0.005,0.206,0.084,0.023,0.023,0.236,0.85,4,3,4,4,4,0.67,3,0.84,3,3,0.916,0.67,3,0.966,0.85,3,4.6
238,2.31,2.15,70.0,2,69.3,56.0,1,596,4.5,63.8,9.1,53.4,25.0,7.9,21.3,4.4,9.2,9.2,45.0,61.1,3,2,2,3,3,80.0,2,75.0,3,3,82.8,79.0,3,96.2,78.0,2,4.8
223,2.4,2.36,81.0,4,71.5,72.0,2,1001,4.0,36.1,7.5,54.3,56.9,3.3,16.1,2.5,6.9,6.9,28.9,79.4,4,3,4,4,3,88.0,3,67.0,2,3,89.4,90.0,4,95.7,85.0,2,4.8
145,2.16,2.07,74.0,2,82.7,70.0,2,686,0.4,35.7,9.8,68.8,61.7,11.1,24.6,0.6,9.0,9.0,49.2,59.5,3,3,3,3,3,78.0,3,73.0,2,2,81.7,73.0,2,95.5,85.0,2,0.8
1142,2.92,2.67,0.0,4,0.614,0.96,4,804,0.08199999999999999,0.091,0.066,0.465,0.759,0.0,0.165,0.058,0.065,0.065,0.234,0.878,4,3,4,4,3,0.88,4,0.88,4,4,0.916,0.83,4,0.959,0.94,4,9.9
373,2.24,1.97,57.0,0,55.4,48.0,0,94,5.3,77.7,10.6,36.2,11.7,0.0,18.1,2.1,17.0,17.0,35.6,100.0,2,2,2,2,2,75.0,0,79.0,0,0,86.7,73.0,0,92.5,70.0,0,3.0
118,2.25,2.16,78.0,2,72.3,66.0,1,637,5.5,30.9,6.3,53.7,60.6,12.4,28.7,2.2,9.1,9.1,36.5,71.2,3,3,3,4,3,81.0,3,71.0,2,2,87.7,80.0,3,96.7,83.0,2,8.0
